plant_id,category,plant_cn,scientific_name,commons_title,source_page,original_url,author,license,license_url,needs_attribution,source,description,derivative_note,original_width,original_height,file
87,观叶植物,紫露草,Tradescantia pallida,File:Tradescantia pallida - Ботаничка градина Скопје (3).jpg,https://commons.wikimedia.org/wiki/File:Tradescantia_pallida_-_Ботаничка_градина_Скопје_(3).jpg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Tradescantia_pallida_-_%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%BA%D0%B0_%D0%B3%D1%80%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0_%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Dandarmkd,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Tradescantia pallida at the Botanical garden of the Institute of Biology, Faculty of Natural Sciences and Mathematics, Skopje, Macedonia.",,6000,4000,foliage/87_tradescantia-pallida.jpg
88,观叶植物,文竹,Asparagus setaceus,File:Asparagus plumosa WPC.jpg,https://commons.wikimedia.org/wiki/File:Asparagus_plumosa_WPC.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Asparagus_plumosa_WPC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,WayneRay,Public domain,,no,Wikimedia Commons,Asparagus plumosus,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3000,2000,foliage/88_asparagus-setaceus.jpg
89,观叶植物,鸟巢蕨,Asplenium nidus,File:Starr 070515-7046 Asplenium nidus.jpg,https://commons.wikimedia.org/wiki/File:Starr_070515-7046_Asplenium_nidus.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Starr_070515-7046_Asplenium_nidus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 070515-7046 from http://www.hear.org/starr/plants/images/image/?q=070515-7046","Asplenium nidus (habit). Location: Oahu, Hoomaluhia Botanical Garden",,2112,2816,foliage/89_asplenium-nidus.jpg
90,观叶植物,鹿角蕨,Platycerium bifurcatum,File:Platycerium bifurcatum at the coffee shop.jpg,https://commons.wikimedia.org/wiki/File:Platycerium_bifurcatum_at_the_coffee_shop.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Platycerium_bifurcatum_at_the_coffee_shop.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Quangkhanhhuynh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,Platycerium bifurcatum,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3096,4128,foliage/90_platycerium-bifurcatum.jpg
91,观叶植物,波士顿蕨,Nephrolepis exaltata,File:Helecho de Boston (Nephrolepis exaltata).jpg,https://commons.wikimedia.org/wiki/File:Helecho_de_Boston_(Nephrolepis_exaltata).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Helecho_de_Boston_%28Nephrolepis_exaltata%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Nathaly 1106,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,no,Wikimedia Commons,Boston fern (Nephrolepis exaltata),青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1200,1600,foliage/91_nephrolepis-exaltata.jpg
92,观叶植物,铁线蕨,Adiantum raddianum,File:Frauenhaarfarn (Adiantum raddianum 'Fragrans') (20524424239).jpg,https://commons.wikimedia.org/wiki/File:Frauenhaarfarn_(Adiantum_raddianum_%27Fragrans%27)_(20524424239).jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Frauenhaarfarn_%28Adiantum_raddianum_%27Fragrans%27%29_%2820524424239%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Maja Dumat from Deutschland (Germany),CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,Wikimedia Commons,Frauenhaarfarn (Adiantum raddianum 'Fragrans') (20524424239),青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2971,4456,foliage/92_adiantum-raddianum.jpg
93,观叶植物,孔雀竹芋,Goeppertia makoyana,File:Calathea makoyana 1.jpg,https://commons.wikimedia.org/wiki/File:Calathea_makoyana_1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/Calathea_makoyana_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Stickpen,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,Own work,"Calathea makoyana at New York Botanical Garden, Bronx, NY, USA",,3000,4000,foliage/93_goeppertia-makoyana.jpg
94,观叶植物,青苹果竹芋,Goeppertia orbifolia,File:Houseplant Calathea orbifolia.jpg,https://commons.wikimedia.org/wiki/File:Houseplant_Calathea_orbifolia.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Houseplant_Calathea_orbifolia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Supsoph,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,Houseplant Calathea orbifolia after 6 months growth,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1080,1440,foliage/94_goeppertia-orbifolia.jpg
95,观叶植物,祈祷草,Maranta leuconeura,File:Maranta leuconeura-1-ondikkadai-yercaud-salem-India.JPG,https://commons.wikimedia.org/wiki/File:Maranta_leuconeura-1-ondikkadai-yercaud-salem-India.JPG,https://upload.wikimedia.org/wikipedia/commons/5/51/Maranta_leuconeura-1-ondikkadai-yercaud-salem-India.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Marantaceae-rabbits tracts and ten commandments,rhizomatus plant,flowers white with purple spots.",,4608,3456,foliage/95_maranta-leuconeura.jpg
96,观叶植物,富贵竹,Dracaena sanderiana,File:Palmriet.JPG,https://commons.wikimedia.org/wiki/File:Palmriet.JPG,https://upload.wikimedia.org/wikipedia/commons/1/1d/Palmriet.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Aloys5268 at Dutch Wikipedia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Transferred from nl.wikipedia to Commons.,eigen opname,,1200,1600,foliage/96_dracaena-sanderiana.jpg
97,观叶植物,酒瓶兰,Beaucarnea recurvata,File:Wc 0001 edit.jpg,https://commons.wikimedia.org/wiki/File:Wc_0001_edit.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Wc_0001_edit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,iRaS,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,File:Wc_0001.JPG,Бокарнея отогнутая в комнатной культуре,,1412,1882,foliage/97_beaucarnea-recurvata.jpg
98,观叶植物,狐尾天门冬,Asparagus densiflorus,File:Asparagus densiflorus cv.sprengeri-2-bsi-yercaud-salem-India.JPG,https://commons.wikimedia.org/wiki/File:Asparagus_densiflorus_cv.sprengeri-2-bsi-yercaud-salem-India.JPG,https://upload.wikimedia.org/wikipedia/commons/7/79/Asparagus_densiflorus_cv.sprengeri-2-bsi-yercaud-salem-India.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Tuberous plant,scarcely climber,flowers whitish,fragrants.",,3000,4000,foliage/98_asparagus-densiflorus.jpg
99,观叶植物,鹅掌柴,Schefflera arboricola,File:Schefflera arboricola - Ботаничка градина Скопје (1).jpg,https://commons.wikimedia.org/wiki/File:Schefflera_arboricola_-_Ботаничка_градина_Скопје_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/Schefflera_arboricola_-_%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%BA%D0%B0_%D0%B3%D1%80%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0_%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Dandarmkd,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Schefflera arboricola at the Botanical garden of the Institute of Biology, Faculty of Natural Sciences and Mathematics, Skopje, Macedonia.",,6000,4000,foliage/99_schefflera-arboricola.jpg
100,观叶植物,福禄桐,Polyscias fruticosa,File:Starr 060916-8949 Polyscias fruticosa.jpg,https://commons.wikimedia.org/wiki/File:Starr_060916-8949_Polyscias_fruticosa.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/Starr_060916-8949_Polyscias_fruticosa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,Wikimedia Commons,"Polyscias fruticosa (habit). Location: Maui, Makawao",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1944,2592,foliage/100_polyscias-fruticosa.jpg
101,观叶植物,豆瓣绿,Peperomia tetraphylla,File:Peperomia tetraphylla-plant-yercaud-salem-India.JPG,https://commons.wikimedia.org/wiki/File:Peperomia_tetraphylla-plant-yercaud-salem-India.JPG,https://upload.wikimedia.org/wikipedia/commons/6/63/Peperomia_tetraphylla-plant-yercaud-salem-India.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Epiphytic plants,leaves whorled,spike terminal.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,4000,3000,foliage/101_peperomia-tetraphylla.jpg
102,观叶植物,金钻蔓绿绒,Philodendron erubescens,File:Starr 071024-9943 Philodendron sp..jpg,https://commons.wikimedia.org/wiki/File:Starr_071024-9943_Philodendron_sp..jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Starr_071024-9943_Philodendron_sp..jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,Wikimedia Commons,"Philodendron sp. (habit). Location: Maui, Enchanting Floral Gardens of Kula",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2816,2112,foliage/102_philodendron-erubescens.jpg
103,观叶植物,白脉椒草,Peperomia puteolata,File:Peperomia puteolata 1-OB9.jpg,https://commons.wikimedia.org/wiki/File:Peperomia_puteolata_1-OB9.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/Peperomia_puteolata_1-OB9.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jerzy Opioła,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Peperomia tetragona ( Peperomia puteolata ),,2791,2096,foliage/103_peperomia-puteolata.jpg
104,观叶植物,卷叶吊兰,Chlorophytum comosum 'Bonnie',"File:Buenos Aires, botánico 1994 04.jpg","https://commons.wikimedia.org/wiki/File:Buenos_Aires,_botánico_1994_04.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8b/Buenos_Aires%2C_bot%C3%A1nico_1994_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,LBM1948,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Chlorophytum comosum in front of the greenhouse; Buenos Aires Botanical Garden. Argentina,,690,1036,foliage/104_chlorophytum-comosum-bonnie.jpg
105,观叶植物,卷柏,Selaginella tamariscina,File:Selaginella tamariscina cv1.jpg,https://commons.wikimedia.org/wiki/File:Selaginella_tamariscina_cv1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Selaginella_tamariscina_cv1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,KENPEI,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,イワヒバ 玉獅子,,2448,3264,foliage/105_selaginella-tamariscina.jpg
106,观花植物,络石,Trachelospermum jasminoides,File:'Trachelospermum jasminoides' Jasmin Capel Manor Gardens Enfield London England.jpg,https://commons.wikimedia.org/wiki/File:%27Trachelospermum_jasminoides%27_Jasmin_Capel_Manor_Gardens_Enfield_London_England.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/%27Trachelospermum_jasminoides%27_Jasmin_Capel_Manor_Gardens_Enfield_London_England.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Acabashi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Trachelospermum jasminoides, or star jasmine, confederate jessamine, and Chinese star jessamine, at Capel Manor College and Gardens, Bulls Cross, Enfield, London, England.Software: RAW file lens-corrected, optimized and converted to JPEG with DxO OpticsPro 10 Elite, and likely further optimized and/or cropped and/or spun with Adobe Photoshop CS2.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3648,5472,flowering/106_trachelospermum-jasminoides.jpg
107,观花植物,球兰,Hoya carnosa,File:Hoya carnosa - Ботаничка градина Скопје (2).jpg,https://commons.wikimedia.org/wiki/File:Hoya_carnosa_-_Ботаничка_градина_Скопје_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Hoya_carnosa_-_%D0%91%D0%BE%D1%82%D0%B0%D0%BD%D0%B8%D1%87%D0%BA%D0%B0_%D0%B3%D1%80%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0_%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Dandarmkd,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Hoya carnosa at the Botanical garden of the Institute of Biology, Faculty of Natural Sciences and Mathematics, Skopje, Macedonia.",,4000,6000,flowering/107_hoya-carnosa.jpg
108,仙人掌/多肉,玉树,Crassula ovata,"File:Crassula ovata (potted, Nepal) 01.jpg","https://commons.wikimedia.org/wiki/File:Crassula_ovata_(potted,_Nepal)_01.jpg",https://upload.wikimedia.org/wikipedia/commons/2/20/Crassula_ovata_%28potted%2C_Nepal%29_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Sabina Bajracharya,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Crassula ovata, commonly known as jade plant, lucky plant, money plant or money tree, is a succulent plant with small pink or white flowers that is native to the KwaZulu-Natal province and Eastern Cape of South Africa and Mozambique, and is common as a houseplant worldwide.",,3456,4608,cactus-succulent/108_crassula-ovata.jpg
109,仙人掌/多肉,虹之玉,Sedum rubrotinctum,File:Sedum rubrotinctum kz1.jpg,https://commons.wikimedia.org/wiki/File:Sedum_rubrotinctum_kz1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Sedum_rubrotinctum_kz1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Sedum × rubrotinctum in botanical garden in Batumi,,4280,2860,cactus-succulent/109_sedum-rubrotinctum.jpg
110,仙人掌/多肉,乙女心,Sedum pachyphyllum,File:Sedum pachyphyllum (8719304226).jpg,https://commons.wikimedia.org/wiki/File:Sedum_pachyphyllum_(8719304226).jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Sedum_pachyphyllum_%288719304226%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Takashi Hososhima from Tokyo, Japan",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,yes,Sedum pachyphyllum,"They displayed a lot of cactuses in Jindai Botanical Garden. There are a lot of good looking cactus, but this one is outstanding on its prettiness. 神代植物公園でたくさんのサボテンが展示されていました。その中でも特にこのサボテンがかわいらしかったです。その名も乙女心というらしいです。 [ Nikon D4, Nikon Ai AF Micro-Nikkor 200mm f/4D IF-ED, f/4.8, 1/80sec, ISO180, Lightroom 4.4 ]",,3280,4928,cactus-succulent/110_sedum-pachyphyllum.jpg
111,仙人掌/多肉,胧月,Graptopetalum paraguayense,File:Graptopetalum paraguayense (23247274152).jpg,https://commons.wikimedia.org/wiki/File:Graptopetalum_paraguayense_(23247274152).jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Graptopetalum_paraguayense_%2823247274152%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,yes,starr-110307-2235-Graptopetalum_paraguayense-flowering_habit-Kula_Botanical_Garden-Maui,"Graptopetalum paraguayense (Mother of pearl, ghost plant) Flowering habit at Kula Botanical Garden, Maui, Hawaii. March 07, 2011 #110307-2235 - Image Use Policy",,3648,2736,cactus-succulent/111_graptopetalum-paraguayense.jpg
112,仙人掌/多肉,生石花,Lithops spp.,File:Cactus piedra.jpg,https://commons.wikimedia.org/wiki/File:Cactus_piedra.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0c/Cactus_piedra.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Juan Emilio Prades Bel,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,Wikimedia Commons,Cactus piedra.,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,5184,3888,cactus-succulent/112_lithops-spp.jpg
113,仙人掌/多肉,条纹十二卷,Haworthiopsis attenuata,File:Haworthia attenuata - Ab plant 01.jpg,https://commons.wikimedia.org/wiki/File:Haworthia_attenuata_-_Ab_plant_01.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Haworthia_attenuata_-_Ab_plant_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Andrey Butko,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,Wikimedia Commons,Хавортия полосатая,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2048,1536,cactus-succulent/113_haworthiopsis-attenuata.jpg
114,仙人掌/多肉,瓦松,Orostachys japonica,File:Orostachys japonica (rosette s3).jpg,https://commons.wikimedia.org/wiki/File:Orostachys_japonica_(rosette_s3).jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Orostachys_japonica_%28rosette_s3%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Alpsdake,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,no,Wikimedia Commons,"Orostachys japonica in Mikawa Area, Aichi Prefecture, Japan.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2678,2678,cactus-succulent/114_orostachys-japonica.jpg
115,仙人掌/多肉,长生草,Sempervivum tectorum,"File:Sempervivum tectorum (Linnaeus, 1753).jpg","https://commons.wikimedia.org/wiki/File:Sempervivum_tectorum_(Linnaeus,_1753).jpg",https://upload.wikimedia.org/wikipedia/commons/6/6c/Sempervivum_tectorum_%28Linnaeus%2C_1753%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Terragio67,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Sempervivum tectorum (Linnaeus, 1753)",,3093,2160,cactus-succulent/115_sempervivum-tectorum.jpg
116,仙人掌/多肉,吉娃娃,Echeveria chihuahuaensis,File:Echeveria chihuahuaensis RubyBlush 011213 1.jpg,https://commons.wikimedia.org/wiki/File:Echeveria_chihuahuaensis_RubyBlush_011213_1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Echeveria_chihuahuaensis_RubyBlush_011213_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jean-Michel Moullec,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,yes,https://www.flickr.com/photos/enez35/11270350044/in/photolist-iaVuq5-a1K5Ci-8MCLQU-7YwKL8-dzmNhp-gexiDy-CyBoVz-aiwWVX-9QQyZz-8hfQ9K-ekiLfs-8DS7Bq-augBPC-8j3W37-b6cMca-cxeuJG-fkb2fW-oN8DNC-7TkNNY-44ifHH-8s9fgR-7kXgqy-b6cMbn-9LP96Y-Whjqt6-fCdyyc-dmtXCr-3TihLt-aCQCCG-9UV2Pm-9KTZxy-cxevuS-qn7mWp-bWKhCG-6PxCU5-euyBMj-7asrHu-deXdz3-8h3gwV-JVuiUD-21ygk5J-oDx8jE-a5MykF-9xVwKj-p9rpqQ-7zPWVt-7MoCVq-dzmNBM-6HZhph-dJbT8T,Echeveria chihuahuaensis RubyBlush,,2360,1992,cactus-succulent/116_echeveria-chihuahuaensis.jpg
117,仙人掌/多肉,桃蛋,Pachyphytum oviferum,File:Pachyphytum oviferum.jpg,https://commons.wikimedia.org/wiki/File:Pachyphytum_oviferum.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Pachyphytum_oviferum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Michael Wolf,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Pachyphytum oviferum,,1600,1808,cactus-succulent/117_pachyphytum-oviferum.jpg
118,仙人掌/多肉,玉缀,Sedum morganianum,File:Starr-110215-0984-Sedum morganianum-habit-KiHana Nursery Kihei-Maui (24981794361).jpg,https://commons.wikimedia.org/wiki/File:Starr-110215-0984-Sedum_morganianum-habit-KiHana_Nursery_Kihei-Maui_(24981794361).jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Starr-110215-0984-Sedum_morganianum-habit-KiHana_Nursery_Kihei-Maui_%2824981794361%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/us/deed.en,yes,Wikimedia Commons,"Sedum morganianum (Burrow's tail, donkey's tail)
Habit at KiHana Nursery Kihei, Maui, Hawaii.
February 15, 2011

#110215-0984


Image Use Policy",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2736,3648,cactus-succulent/118_sedum-morganianum.jpg
119,仙人掌/多肉,金枝玉叶,Portulacaria afra,File:Jade in a pot.jpg,https://commons.wikimedia.org/wiki/File:Jade_in_a_pot.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Jade_in_a_pot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,GFDL,http://www.gnu.org/copyleft/fdl.html,yes,Wikimedia Commons,Jade in a pot,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1613,1536,cactus-succulent/119_portulacaria-afra.jpg
120,仙人掌/多肉,量天尺,Selenicereus undatus,File:Selenicereus undatus-2-R.M.Nagar-bengaluru-India.jpg,https://commons.wikimedia.org/wiki/File:Selenicereus_undatus-2-R.M.Nagar-bengaluru-India.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Selenicereus_undatus-2-R.M.Nagar-bengaluru-India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Cactaceae - Dragon Fruit: Stem climbing, flowers whitish yellow.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1793,2538,cactus-succulent/120_selenicereus-undatus.jpg
121,仙人掌/多肉,仙人球,Echinopsis oxygona,File:20200809 EchinopsisOxygona DSC03170 PtrQs.jpg,https://commons.wikimedia.org/wiki/File:20200809_EchinopsisOxygona_DSC03170_PtrQs.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/20200809_EchinopsisOxygona_DSC03170_PtrQs.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,PtrQs,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Echinopsis Oxygona flowers,,2915,4105,cactus-succulent/121_echinopsis-oxygona.jpg
122,仙人掌/多肉,金琥,Echinocactus grusonii,File:Kroenleinia grusonii 2018-10-06 01.jpg,https://commons.wikimedia.org/wiki/File:Kroenleinia_grusonii_2018-10-06_01.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kroenleinia_grusonii_2018-10-06_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Golden barrel cactus ( Kroenleinia grusonii , syn. Echinocactus grusonii ), plant cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,3325,4434,cactus-succulent/122_echinocactus-grusonii.jpg
123,仙人掌/多肉,绯牡丹,Gymnocalycium mihanovichii,File:Gymnocalycium Hibotan forma Rubra. Grafted cactus..JPG,https://commons.wikimedia.org/wiki/File:Gymnocalycium_Hibotan_forma_Rubra._Grafted_cactus..JPG,https://upload.wikimedia.org/wikipedia/commons/0/09/Gymnocalycium_Hibotan_forma_Rubra._Grafted_cactus..JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jyriorgan,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Grafted cactus Gymnocalycium Hibotan. Photo author Jüri Goltsov.,,1944,2592,cactus-succulent/123_gymnocalycium-mihanovichii.jpg
124,仙人掌/多肉,白鸟,Mammillaria plumosa,File:Mammillaria plumosa 2018-10-06 02.jpg,https://commons.wikimedia.org/wiki/File:Mammillaria_plumosa_2018-10-06_02.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Mammillaria_plumosa_2018-10-06_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Feather cactus ( Mammillaria plumosa ), plants cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,4242,3182,cactus-succulent/124_mammillaria-plumosa.jpg
125,仙人掌/多肉,龙骨,Euphorbia lactea,File:Euphorbia lactea cv.white ghost-2-shevaroy nusery-yercaud-salem-India.jpg,https://commons.wikimedia.org/wiki/File:Euphorbia_lactea_cv.white_ghost-2-shevaroy_nusery-yercaud-salem-India.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Euphorbia_lactea_cv.white_ghost-2-shevaroy_nusery-yercaud-salem-India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Yercaud-elango,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,Euphorbiaceae-white ghost candle stick tree.,青花植主图：基于来源图片进行构图裁切，以突出植物主体并弱化背景。,3456,4608,cactus-succulent/125_euphorbia-lactea.jpg
